HOSP_ID,ADM_DISC,RATE,INTERVAL_LOWER_LIMIT,INTERVAL_HIGHER_LIMIT,START_QUARTER,START_DATE,END_QUARTER,END_DATE
010001,1763,9.86,5.23,14.48,3Q2013,07/01/2013,2Q2015,06/30/2015
010005,218,17.59,8,27.18,3Q2013,07/01/2013,2Q2015,06/30/2015
010006,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
010007,57,11.37,0,23.43,3Q2013,07/01/2013,2Q2015,06/30/2015
010008,2,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
010011,791,15.45,7.98,22.92,3Q2013,07/01/2013,2Q2015,06/30/2015
010012,127,9.61,0,19.55,3Q2013,07/01/2013,2Q2015,06/30/2015
010016,629,11.69,5.32,18.06,3Q2013,07/01/2013,2Q2015,06/30/2015
010018,30,9.22,0,20.08,3Q2013,07/01/2013,2Q2015,06/30/2015
010019,5,13.61,0.42,26.81,3Q2013,07/01/2013,2Q2015,06/30/2015
010021,139,24.11,13.77,34.44,3Q2013,07/01/2013,2Q2015,06/30/2015
010022,4,13.33,0.28,26.39,3Q2013,07/01/2013,2Q2015,06/30/2015
010023,1398,11.42,5.46,17.39,3Q2013,07/01/2013,2Q2015,06/30/2015
010024,1233,18.61,13.47,23.74,3Q2013,07/01/2013,2Q2015,06/30/2015
010029,1297,14.83,8.51,21.15,3Q2013,07/01/2013,2Q2015,06/30/2015
010032,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
010033,4122,14.3,11.52,17.07,3Q2013,07/01/2013,2Q2015,06/30/2015
010034,1,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
010035,558,13.06,4.27,21.84,3Q2013,07/01/2013,2Q2015,06/30/2015
010036,6,13.41,0.32,26.5,3Q2013,07/01/2013,2Q2015,06/30/2015
010038,197,13.65,3.52,23.79,3Q2013,07/01/2013,2Q2015,06/30/2015
010039,4817,10.64,6.97,14.31,3Q2013,07/01/2013,2Q2015,06/30/2015
010040,1260,17.47,11.2,23.74,3Q2013,07/01/2013,2Q2015,06/30/2015
010044,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
010045,6,13.38,0.3,26.45,3Q2013,07/01/2013,2Q2015,06/30/2015
010046,562,13.88,7.4,20.36,3Q2013,07/01/2013,2Q2015,06/30/2015
010047,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
010049,357,9.31,0,19.1,3Q2013,07/01/2013,2Q2015,06/30/2015
010051,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
010052,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
010055,1783,12.62,7.81,17.42,3Q2013,07/01/2013,2Q2015,06/30/2015
010056,3436,11.72,7.02,16.43,3Q2013,07/01/2013,2Q2015,06/30/2015
010058,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
010059,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
010061,111,10.32,0,21.81,3Q2013,07/01/2013,2Q2015,06/30/2015
010062,41,10.09,0,21.44,3Q2013,07/01/2013,2Q2015,06/30/2015
010065,199,14.49,4.33,24.65,3Q2013,07/01/2013,2Q2015,06/30/2015
010069,19,18.12,5.58,30.66,3Q2013,07/01/2013,2Q2015,06/30/2015
010073,1,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
010078,1362,15.83,11.8,19.86,3Q2013,07/01/2013,2Q2015,06/30/2015
010079,270,17.7,6.85,28.55,3Q2013,07/01/2013,2Q2015,06/30/2015
010083,312,14.96,5.61,24.31,3Q2013,07/01/2013,2Q2015,06/30/2015
010085,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
010086,48,12.04,0.92,23.17,3Q2013,07/01/2013,2Q2015,06/30/2015
010087,305,11.37,2.8,19.94,3Q2013,07/01/2013,2Q2015,06/30/2015
010089,547,9.39,1.02,17.75,3Q2013,07/01/2013,2Q2015,06/30/2015
010090,1321,13,6.35,19.64,3Q2013,07/01/2013,2Q2015,06/30/2015
010091,3,13.65,0.44,26.86,3Q2013,07/01/2013,2Q2015,06/30/2015
010092,2,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
010095,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
010097,1,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
010099,48,10.87,0,22.66,3Q2013,07/01/2013,2Q2015,06/30/2015
010100,777,14.11,4.9,23.31,3Q2013,07/01/2013,2Q2015,06/30/2015
010101,8,13.21,0.21,26.2,3Q2013,07/01/2013,2Q2015,06/30/2015
010102,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
010103,1152,11.31,6.49,16.14,3Q2013,07/01/2013,2Q2015,06/30/2015
010104,1556,12.2,7.01,17.39,3Q2013,07/01/2013,2Q2015,06/30/2015
010108,35,15.86,4.12,27.6,3Q2013,07/01/2013,2Q2015,06/30/2015
010109,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
010110,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
010112,3,13.52,0.38,26.67,3Q2013,07/01/2013,2Q2015,06/30/2015
010113,1893,12.74,7.5,17.98,3Q2013,07/01/2013,2Q2015,06/30/2015
010114,271,10.09,1.42,18.76,3Q2013,07/01/2013,2Q2015,06/30/2015
010118,124,9.63,1.32,17.95,3Q2013,07/01/2013,2Q2015,06/30/2015
010120,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
010125,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
010126,77,15.7,4,27.4,3Q2013,07/01/2013,2Q2015,06/30/2015
010128,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
010129,30,11.39,0,23.45,3Q2013,07/01/2013,2Q2015,06/30/2015
010130,35,11.65,0,23.86,3Q2013,07/01/2013,2Q2015,06/30/2015
010131,1065,17.59,10.28,24.9,3Q2013,07/01/2013,2Q2015,06/30/2015
010138,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
010139,4,22.79,10.27,35.31,3Q2013,07/01/2013,2Q2015,06/30/2015
010144,741,15.03,7.95,22.12,3Q2013,07/01/2013,2Q2015,06/30/2015
010146,3,13.53,0.38,26.68,3Q2013,07/01/2013,2Q2015,06/30/2015
010148,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
010149,207,9.74,1.25,18.23,3Q2013,07/01/2013,2Q2015,06/30/2015
010150,78,11.97,0,24.33,3Q2013,07/01/2013,2Q2015,06/30/2015
010157,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
010158,161,11.23,0.45,22.01,3Q2013,07/01/2013,2Q2015,06/30/2015
010164,151,14.72,4.21,25.23,3Q2013,07/01/2013,2Q2015,06/30/2015
010168,1941,8.04,0.69,15.4,3Q2013,07/01/2013,2Q2015,06/30/2015
010169,8,16.17,3.2,29.13,3Q2013,07/01/2013,2Q2015,06/30/2015
020001,1577,13.2,7.95,18.45,3Q2013,07/01/2013,2Q2015,06/30/2015
020006,333,12.58,3.96,21.2,3Q2013,07/01/2013,2Q2015,06/30/2015
020008,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
020012,328,13.2,3.88,22.51,3Q2013,07/01/2013,2Q2015,06/30/2015
020017,1457,8.8,2.8,14.8,3Q2013,07/01/2013,2Q2015,06/30/2015
020018,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
020024,354,13.46,3.35,23.57,3Q2013,07/01/2013,2Q2015,06/30/2015
020026,369,13.25,4.4,22.11,3Q2013,07/01/2013,2Q2015,06/30/2015
030001,5,13.48,0.35,26.6,3Q2013,07/01/2013,2Q2015,06/30/2015
030002,1285,17.58,12.73,22.44,3Q2013,07/01/2013,2Q2015,06/30/2015
030006,2799,9.41,4.51,14.32,3Q2013,07/01/2013,2Q2015,06/30/2015
030007,325,12.71,2.94,22.48,3Q2013,07/01/2013,2Q2015,06/30/2015
030010,382,13.65,5.59,21.71,3Q2013,07/01/2013,2Q2015,06/30/2015
030011,1335,14.82,8.94,20.69,3Q2013,07/01/2013,2Q2015,06/30/2015
030012,721,12.04,4.37,19.7,3Q2013,07/01/2013,2Q2015,06/30/2015
030013,1213,12.4,5.79,19.02,3Q2013,07/01/2013,2Q2015,06/30/2015
030014,942,18.71,11.36,26.05,3Q2013,07/01/2013,2Q2015,06/30/2015
030016,321,14.52,4.69,24.34,3Q2013,07/01/2013,2Q2015,06/30/2015
030022,54,12.04,0.89,23.18,3Q2013,07/01/2013,2Q2015,06/30/2015
030023,2034,19.96,13.84,26.08,3Q2013,07/01/2013,2Q2015,06/30/2015
030024,2416,17.24,13.35,21.13,3Q2013,07/01/2013,2Q2015,06/30/2015
030030,174,16.56,6.81,26.31,3Q2013,07/01/2013,2Q2015,06/30/2015
030033,201,8.74,0,19.3,3Q2013,07/01/2013,2Q2015,06/30/2015
030036,844,13.29,6.14,20.44,3Q2013,07/01/2013,2Q2015,06/30/2015
030037,1058,15.24,6.95,23.54,3Q2013,07/01/2013,2Q2015,06/30/2015
030038,1298,14.37,7.42,21.33,3Q2013,07/01/2013,2Q2015,06/30/2015
030043,132,19.19,7.92,30.46,3Q2013,07/01/2013,2Q2015,06/30/2015
030055,302,16.75,9.35,24.16,3Q2013,07/01/2013,2Q2015,06/30/2015
030061,1672,12.39,6.43,18.35,3Q2013,07/01/2013,2Q2015,06/30/2015
030062,326,6.46,0,15.54,3Q2013,07/01/2013,2Q2015,06/30/2015
030064,1067,14.62,9.13,20.1,3Q2013,07/01/2013,2Q2015,06/30/2015
030065,1219,14.25,8.6,19.9,3Q2013,07/01/2013,2Q2015,06/30/2015
030068,21,13.5,0.36,26.63,3Q2013,07/01/2013,2Q2015,06/30/2015
030069,343,13.21,4.47,21.95,3Q2013,07/01/2013,2Q2015,06/30/2015
030071,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
030073,329,15.09,5.69,24.48,3Q2013,07/01/2013,2Q2015,06/30/2015
030074,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
030077,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
030078,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
030083,64,14.13,2.02,26.25,3Q2013,07/01/2013,2Q2015,06/30/2015
030084,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
030085,2298,10.54,4.89,16.18,3Q2013,07/01/2013,2Q2015,06/30/2015
030087,2277,13.3,8.64,17.96,3Q2013,07/01/2013,2Q2015,06/30/2015
030088,1106,18.65,12.19,25.12,3Q2013,07/01/2013,2Q2015,06/30/2015
030089,768,22.02,15.46,28.58,3Q2013,07/01/2013,2Q2015,06/30/2015
030092,805,16.82,9.53,24.11,3Q2013,07/01/2013,2Q2015,06/30/2015
030093,1248,14,6.88,21.13,3Q2013,07/01/2013,2Q2015,06/30/2015
030094,561,18.24,9.67,26.82,3Q2013,07/01/2013,2Q2015,06/30/2015
030101,671,12.89,5.65,20.13,3Q2013,07/01/2013,2Q2015,06/30/2015
030103,3200,6.42,3.04,9.8,3Q2013,07/01/2013,2Q2015,06/30/2015
030105,175,19.26,9.98,28.54,3Q2013,07/01/2013,2Q2015,06/30/2015
030107,784,9.94,0,20.13,3Q2013,07/01/2013,2Q2015,06/30/2015
030108,392,10.41,0,20.83,3Q2013,07/01/2013,2Q2015,06/30/2015
030110,35,12.26,0,24.77,3Q2013,07/01/2013,2Q2015,06/30/2015
030111,87,15.54,3.87,27.2,3Q2013,07/01/2013,2Q2015,06/30/2015
030112,527,9.45,0,20.44,3Q2013,07/01/2013,2Q2015,06/30/2015
030113,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
030114,981,7.93,0,17.02,3Q2013,07/01/2013,2Q2015,06/30/2015
030115,459,13.39,4.49,22.29,3Q2013,07/01/2013,2Q2015,06/30/2015
030117,166,12.2,0.97,23.43,3Q2013,07/01/2013,2Q2015,06/30/2015
030118,374,10.01,0,21.32,3Q2013,07/01/2013,2Q2015,06/30/2015
030119,695,12.3,4.2,20.41,3Q2013,07/01/2013,2Q2015,06/30/2015
030120,2,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
030121,712,19.98,12.1,27.86,3Q2013,07/01/2013,2Q2015,06/30/2015
030122,395,19.17,11.14,27.2,3Q2013,07/01/2013,2Q2015,06/30/2015
030123,1420,16.13,9.12,23.15,3Q2013,07/01/2013,2Q2015,06/30/2015
030130,79,16.79,4.69,28.9,3Q2013,07/01/2013,2Q2015,06/30/2015
030131,2779,8.69,1.45,15.94,3Q2013,07/01/2013,2Q2015,06/30/2015
030132,1,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
030134,3,13.51,0.37,26.65,3Q2013,07/01/2013,2Q2015,06/30/2015
030136,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
030137,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
040001,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
040002,101,12.46,0,25.08,3Q2013,07/01/2013,2Q2015,06/30/2015
040004,1641,14.12,8.45,19.78,3Q2013,07/01/2013,2Q2015,06/30/2015
040007,3599,24.33,20.58,28.09,3Q2013,07/01/2013,2Q2015,06/30/2015
040010,814,7.99,1.59,14.39,3Q2013,07/01/2013,2Q2015,06/30/2015
040011,2,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
040014,9,13.47,0.35,26.59,3Q2013,07/01/2013,2Q2015,06/30/2015
040015,3,13.6,0.41,26.78,3Q2013,07/01/2013,2Q2015,06/30/2015
040016,1629,19.98,15.86,24.11,3Q2013,07/01/2013,2Q2015,06/30/2015
040017,431,11.78,2.37,21.18,3Q2013,07/01/2013,2Q2015,06/30/2015
040018,42,13.67,1.78,25.57,3Q2013,07/01/2013,2Q2015,06/30/2015
040019,29,17.58,5.33,29.83,3Q2013,07/01/2013,2Q2015,06/30/2015
040020,1535,23.98,19.42,28.54,3Q2013,07/01/2013,2Q2015,06/30/2015
040022,780,12.2,6.16,18.25,3Q2013,07/01/2013,2Q2015,06/30/2015
040026,1407,13.03,6.97,19.09,3Q2013,07/01/2013,2Q2015,06/30/2015
040027,1162,16.9,11.14,22.65,3Q2013,07/01/2013,2Q2015,06/30/2015
040029,697,11.7,4.5,18.91,3Q2013,07/01/2013,2Q2015,06/30/2015
040036,1274,8.35,2.25,14.45,3Q2013,07/01/2013,2Q2015,06/30/2015
040039,2,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
040041,199,11.83,0.75,22.91,3Q2013,07/01/2013,2Q2015,06/30/2015
040047,27,12.8,0.01,25.59,3Q2013,07/01/2013,2Q2015,06/30/2015
040050,108,12.89,1.35,24.43,3Q2013,07/01/2013,2Q2015,06/30/2015
040051,3,13.64,0.43,26.84,3Q2013,07/01/2013,2Q2015,06/30/2015
040055,949,13.01,7.79,18.24,3Q2013,07/01/2013,2Q2015,06/30/2015
040062,1369,12.48,6.61,18.35,3Q2013,07/01/2013,2Q2015,06/30/2015
040067,38,11.58,0,23.74,3Q2013,07/01/2013,2Q2015,06/30/2015
040069,27,14.77,2.4,27.15,3Q2013,07/01/2013,2Q2015,06/30/2015
040071,477,11.98,4.53,19.44,3Q2013,07/01/2013,2Q2015,06/30/2015
040072,11,13.34,0.28,26.39,3Q2013,07/01/2013,2Q2015,06/30/2015
040074,9,16.03,3.13,28.93,3Q2013,07/01/2013,2Q2015,06/30/2015
040076,14,12.67,0,25.39,3Q2013,07/01/2013,2Q2015,06/30/2015
040078,645,18.55,12.17,24.94,3Q2013,07/01/2013,2Q2015,06/30/2015
040080,1,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
040084,307,9.28,0,19.04,3Q2013,07/01/2013,2Q2015,06/30/2015
040085,21,14.81,2.48,27.14,3Q2013,07/01/2013,2Q2015,06/30/2015
040088,355,12.72,4.69,20.76,3Q2013,07/01/2013,2Q2015,06/30/2015
040114,3156,19.7,16.5,22.91,3Q2013,07/01/2013,2Q2015,06/30/2015
040118,1149,9.79,2.54,17.05,3Q2013,07/01/2013,2Q2015,06/30/2015
040119,910,15.45,10.22,20.68,3Q2013,07/01/2013,2Q2015,06/30/2015
040132,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
040134,242,15.49,6.65,24.34,3Q2013,07/01/2013,2Q2015,06/30/2015
040137,97,10.45,0,22.01,3Q2013,07/01/2013,2Q2015,06/30/2015
040147,2899,4.46,0,11.28,3Q2013,07/01/2013,2Q2015,06/30/2015
040152,668,6.73,0,16,3Q2013,07/01/2013,2Q2015,06/30/2015
040153,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
050002,204,12.45,1.06,23.85,3Q2013,07/01/2013,2Q2015,06/30/2015
050006,649,8.01,1.18,14.84,3Q2013,07/01/2013,2Q2015,06/30/2015
050007,1001,9.86,4.19,15.53,3Q2013,07/01/2013,2Q2015,06/30/2015
050008,291,6.8,0,15.19,3Q2013,07/01/2013,2Q2015,06/30/2015
050009,506,12.8,5.08,20.53,3Q2013,07/01/2013,2Q2015,06/30/2015
050013,1363,14.61,7.49,21.73,3Q2013,07/01/2013,2Q2015,06/30/2015
050014,146,16.21,5.94,26.49,3Q2013,07/01/2013,2Q2015,06/30/2015
050017,1002,25.13,18.8,31.45,3Q2013,07/01/2013,2Q2015,06/30/2015
050018,50,11.62,0,23.81,3Q2013,07/01/2013,2Q2015,06/30/2015
050022,486,10.67,2.77,18.56,3Q2013,07/01/2013,2Q2015,06/30/2015
050024,68,14.46,2.21,26.7,3Q2013,07/01/2013,2Q2015,06/30/2015
050025,2065,11.55,7.46,15.64,3Q2013,07/01/2013,2Q2015,06/30/2015
050026,1276,12.34,5.86,18.82,3Q2013,07/01/2013,2Q2015,06/30/2015
050028,67,13.04,1.4,24.68,3Q2013,07/01/2013,2Q2015,06/30/2015
050030,302,14.72,7.16,22.28,3Q2013,07/01/2013,2Q2015,06/30/2015
050036,572,21.91,13.79,30.04,3Q2013,07/01/2013,2Q2015,06/30/2015
050038,222,9.82,0.59,19.05,3Q2013,07/01/2013,2Q2015,06/30/2015
050039,1411,16.58,10.31,22.85,3Q2013,07/01/2013,2Q2015,06/30/2015
050040,43,11.42,0,23.5,3Q2013,07/01/2013,2Q2015,06/30/2015
050042,285,8.45,0,18.84,3Q2013,07/01/2013,2Q2015,06/30/2015
050043,940,18.31,11.77,24.85,3Q2013,07/01/2013,2Q2015,06/30/2015
050045,257,14.69,4.17,25.22,3Q2013,07/01/2013,2Q2015,06/30/2015
050047,2049,8.12,3.69,12.56,3Q2013,07/01/2013,2Q2015,06/30/2015
050054,62,12.99,0.1,25.87,3Q2013,07/01/2013,2Q2015,06/30/2015
050055,107,9.96,0,21.24,3Q2013,07/01/2013,2Q2015,06/30/2015
050056,565,14.31,6.98,21.63,3Q2013,07/01/2013,2Q2015,06/30/2015
050057,1146,15.43,9.03,21.82,3Q2013,07/01/2013,2Q2015,06/30/2015
050058,426,9.08,0.88,17.28,3Q2013,07/01/2013,2Q2015,06/30/2015
050060,1150,14.83,8.94,20.73,3Q2013,07/01/2013,2Q2015,06/30/2015
050063,376,13.31,5.85,20.77,3Q2013,07/01/2013,2Q2015,06/30/2015
050067,37,12.76,0,25.53,3Q2013,07/01/2013,2Q2015,06/30/2015
050069,1355,18.22,12.91,23.54,3Q2013,07/01/2013,2Q2015,06/30/2015
050070,48,12.05,0,24.46,3Q2013,07/01/2013,2Q2015,06/30/2015
050071,67,10.78,0,22.52,3Q2013,07/01/2013,2Q2015,06/30/2015
050072,35,15.92,4.28,27.56,3Q2013,07/01/2013,2Q2015,06/30/2015
050073,85,10.87,0,22.66,3Q2013,07/01/2013,2Q2015,06/30/2015
050075,143,10.43,0.04,20.81,3Q2013,07/01/2013,2Q2015,06/30/2015
050076,82,12.86,1.39,24.32,3Q2013,07/01/2013,2Q2015,06/30/2015
050077,1147,13.59,7.38,19.81,3Q2013,07/01/2013,2Q2015,06/30/2015
050078,176,15.38,4.64,26.13,3Q2013,07/01/2013,2Q2015,06/30/2015
050082,515,15.32,7.8,22.83,3Q2013,07/01/2013,2Q2015,06/30/2015
050084,508,16.02,8.72,23.32,3Q2013,07/01/2013,2Q2015,06/30/2015
050089,22,12.06,0,24.48,3Q2013,07/01/2013,2Q2015,06/30/2015
050090,129,11.19,0,23.14,3Q2013,07/01/2013,2Q2015,06/30/2015
050091,28,15.87,3.02,28.72,3Q2013,07/01/2013,2Q2015,06/30/2015
050093,1662,16.59,10.68,22.5,3Q2013,07/01/2013,2Q2015,06/30/2015
050096,58,9.97,0,21.26,3Q2013,07/01/2013,2Q2015,06/30/2015
050099,663,12.53,4.73,20.32,3Q2013,07/01/2013,2Q2015,06/30/2015
050100,1285,16.49,10.88,22.1,3Q2013,07/01/2013,2Q2015,06/30/2015
050101,312,14.81,4.88,24.74,3Q2013,07/01/2013,2Q2015,06/30/2015
050102,324,11.12,1.34,20.91,3Q2013,07/01/2013,2Q2015,06/30/2015
050103,498,12.26,5.11,19.41,3Q2013,07/01/2013,2Q2015,06/30/2015
050104,8,15.55,2.93,28.18,3Q2013,07/01/2013,2Q2015,06/30/2015
050107,1186,8.26,1.63,14.88,3Q2013,07/01/2013,2Q2015,06/30/2015
050108,2988,11.77,7.8,15.74,3Q2013,07/01/2013,2Q2015,06/30/2015
050110,202,8.73,0,19.3,3Q2013,07/01/2013,2Q2015,06/30/2015
050112,1275,8.51,2.06,14.96,3Q2013,07/01/2013,2Q2015,06/30/2015
050113,26,12.25,0,24.77,3Q2013,07/01/2013,2Q2015,06/30/2015
050115,956,6.62,0,14.24,3Q2013,07/01/2013,2Q2015,06/30/2015
050116,689,19.71,11.64,27.79,3Q2013,07/01/2013,2Q2015,06/30/2015
050118,105,13.65,1.75,25.56,3Q2013,07/01/2013,2Q2015,06/30/2015
050121,698,12.35,5.29,19.4,3Q2013,07/01/2013,2Q2015,06/30/2015
050122,887,11.18,3.03,19.32,3Q2013,07/01/2013,2Q2015,06/30/2015
050124,187,15.34,4.56,26.12,3Q2013,07/01/2013,2Q2015,06/30/2015
050125,217,23.99,14.5,33.49,3Q2013,07/01/2013,2Q2015,06/30/2015
050126,950,19.14,10.86,27.41,3Q2013,07/01/2013,2Q2015,06/30/2015
050127,285,13.83,3.6,24.07,3Q2013,07/01/2013,2Q2015,06/30/2015
050128,821,15.23,8.45,22.02,3Q2013,07/01/2013,2Q2015,06/30/2015
050129,679,12.74,4.92,20.57,3Q2013,07/01/2013,2Q2015,06/30/2015
050131,246,16.35,5.22,27.48,3Q2013,07/01/2013,2Q2015,06/30/2015
050132,190,19.48,9.59,29.36,3Q2013,07/01/2013,2Q2015,06/30/2015
050133,338,9.26,0.97,17.54,3Q2013,07/01/2013,2Q2015,06/30/2015
050135,133,16.22,6.11,26.32,3Q2013,07/01/2013,2Q2015,06/30/2015
050136,150,11.94,0.8,23.08,3Q2013,07/01/2013,2Q2015,06/30/2015
050137,51,11.58,0,23.75,3Q2013,07/01/2013,2Q2015,06/30/2015
050138,127,10.9,0.28,21.52,3Q2013,07/01/2013,2Q2015,06/30/2015
050139,100,13.58,1.7,25.46,3Q2013,07/01/2013,2Q2015,06/30/2015
050140,129,11.12,0.42,21.81,3Q2013,07/01/2013,2Q2015,06/30/2015
050145,1621,13.54,7.9,19.18,3Q2013,07/01/2013,2Q2015,06/30/2015
050149,106,10.45,0,22.01,3Q2013,07/01/2013,2Q2015,06/30/2015
050150,605,12.77,6.56,18.98,3Q2013,07/01/2013,2Q2015,06/30/2015
050152,487,12.96,3.73,22.2,3Q2013,07/01/2013,2Q2015,06/30/2015
050153,561,10.63,2.22,19.03,3Q2013,07/01/2013,2Q2015,06/30/2015
050158,8,15.15,2.88,27.43,3Q2013,07/01/2013,2Q2015,06/30/2015
050159,84,14.23,2.06,26.4,3Q2013,07/01/2013,2Q2015,06/30/2015
050167,83,12.95,1.43,24.46,3Q2013,07/01/2013,2Q2015,06/30/2015
050168,763,14.03,6.09,21.98,3Q2013,07/01/2013,2Q2015,06/30/2015
050169,488,12.56,3.97,21.16,3Q2013,07/01/2013,2Q2015,06/30/2015
050174,1276,7.35,0.81,13.9,3Q2013,07/01/2013,2Q2015,06/30/2015
050179,232,9.6,0,19.57,3Q2013,07/01/2013,2Q2015,06/30/2015
050180,1889,13.79,8.47,19.12,3Q2013,07/01/2013,2Q2015,06/30/2015
050189,39,12.83,0.03,25.64,3Q2013,07/01/2013,2Q2015,06/30/2015
050191,96,12.79,1.27,24.32,3Q2013,07/01/2013,2Q2015,06/30/2015
050192,3,13.65,0.44,26.85,3Q2013,07/01/2013,2Q2015,06/30/2015
050194,250,11.69,1.68,21.7,3Q2013,07/01/2013,2Q2015,06/30/2015
050195,2148,10.85,4.14,17.56,3Q2013,07/01/2013,2Q2015,06/30/2015
050196,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
050197,570,9.33,0.98,17.69,3Q2013,07/01/2013,2Q2015,06/30/2015
050204,430,21.95,11.95,31.95,3Q2013,07/01/2013,2Q2015,06/30/2015
050205,2,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
050211,214,7.92,0,16.92,3Q2013,07/01/2013,2Q2015,06/30/2015
050222,369,7.06,0,14.85,3Q2013,07/01/2013,2Q2015,06/30/2015
050224,1314,20.59,16.18,24.99,3Q2013,07/01/2013,2Q2015,06/30/2015
050225,291,16.66,6.12,27.21,3Q2013,07/01/2013,2Q2015,06/30/2015
050226,205,19.6,10.02,29.17,3Q2013,07/01/2013,2Q2015,06/30/2015
050228,268,17.15,8.41,25.89,3Q2013,07/01/2013,2Q2015,06/30/2015
050230,40,13.6,1.75,25.45,3Q2013,07/01/2013,2Q2015,06/30/2015
050231,285,24.47,15.58,33.35,3Q2013,07/01/2013,2Q2015,06/30/2015
050232,768,10.88,1.8,19.95,3Q2013,07/01/2013,2Q2015,06/30/2015
050234,365,10.56,0,22.18,3Q2013,07/01/2013,2Q2015,06/30/2015
050235,1082,30.05,23.65,36.45,3Q2013,07/01/2013,2Q2015,06/30/2015
050236,112,15.23,4.54,25.92,3Q2013,07/01/2013,2Q2015,06/30/2015
050238,874,8.46,0.97,15.95,3Q2013,07/01/2013,2Q2015,06/30/2015
050239,1197,10.5,4.89,16.12,3Q2013,07/01/2013,2Q2015,06/30/2015
050242,706,8.14,0.3,15.99,3Q2013,07/01/2013,2Q2015,06/30/2015
050243,306,11.54,2.25,20.84,3Q2013,07/01/2013,2Q2015,06/30/2015
050245,87,13.55,1.68,25.43,3Q2013,07/01/2013,2Q2015,06/30/2015
050248,69,11.3,0,23.31,3Q2013,07/01/2013,2Q2015,06/30/2015
050254,437,11.14,3.22,19.06,3Q2013,07/01/2013,2Q2015,06/30/2015
050257,,,,,3Q2013,07/01/2013,2Q2015,06/30/2015
050261,220,8.73,0,19.3,3Q2013,07/01/2013,2Q2015,06/30/2015
050262,1919,10.31,6.49,14.13,3Q2013,07/01/2013,2Q2015,06/30/2015
050272,628,14.1,5.44,22.75,3Q2013,07/01/2013,2Q2015,06/30/2015
050276,93,8.65,0,19.16,3Q2013,07/01/2013,2Q2015,06/30/2015
050278,500,21.86,14.08,29.63,3Q2013,07/01/2013,2Q2015,06/30/2015
050279,42,15.55,2.83,28.28,3Q2013,07/01/2013,2Q2015,06/30/2015
050280,2046,14.95,9.63,20.28,3Q2013,07/01/2013,2Q2015,06/30/2015
050281,47,13.26,2.85,23.66,3Q2013,07/01/2013,2Q2015,06/30/2015
050283,1027,12.09,5.04,19.13,3Q2013,07/01/2013,2Q2015,06/30/2015
050289,330,11.41,1.41,21.4,3Q2013,07/01/2013,2Q2015,06/30/2015
050290,3152,9.3,4.71,13.88,3Q2013,07/01/2013,2Q2015,06/30/2015
050291,458,12.42,3.89,20.96,3Q2013,07/01/2013,2Q2015,06/30/2015
050292,105,12.81,1.28,24.35,3Q2013,07/01/2013,2Q2015,06/30/2015
050295,501,23.8,14.2,33.39,3Q2013,07/01/2013,2Q2015,06/30/2015
