"ENROLLMENT ID","NPI"
O20040831000247,1184178238
O20040831000247,1194161422
O20040831000247,1497071435
O20040901000618,1093001653
O20040901000618,1104292960
O20040901000618,1104624246
O20040901000618,1164274247
O20040901000618,1174822068
O20040901000618,1205197894
O20040901000618,1235424672
O20040901000618,1316692585
O20040901000618,1437551868
O20040901000618,1447538640
O20040901000618,1457959124
O20040901000618,1649305129
O20040901000618,1649568403
O20040901000618,1669768214
O20040901000618,1770953994
O20040901000618,1780253336
O20040901000618,1881980803
O20040901000618,1912332511
O20040901000618,1922860360
O20040902001011,1013921733
O20040916000602,1194784751
O20040916000602,1477513273
O20040923000483,1134751712
O20040923000483,1184263527
O20040923000483,1376183145
O20040923000483,1417596834
O20040923000483,1427689652
O20040923000483,1821720681
O20040927000547,1043849425
O20040927000547,1053301754
O20041026001020,1780628149
O20041029000793,1649330242
O20041029000793,1730249186
O20041029000793,1962563148
O20041029000793,1982764395
O20041103001260,1407109705
O20041111000135,1083955165
O20041111000135,1275886749
O20041111000135,1356576490
O20041111000135,1447580725
O20041111000135,1477883759
O20041111000135,1598375271
O20041111000135,1780014407
O20041111000135,1902923170
O20041111000135,1952921405
O20041112000148,1427428986
O20041112000425,1619176997
O20041119001024,1235455569
O20041124000382,1932229697
O20041215000890,1245343193
O20050118000542,1508439415
O20050121000802,1538608716
O20050126000452,1184082745
O20050210000689,1104538966
O20050210000689,1376105478
O20050210000689,1467014571
O20050210000689,1538721642
O20050210000689,1568024669
O20050210000689,1649832759
O20050210000689,1710549829
O20050210000689,1720654106
O20050210000689,1891357901
O20050210000689,1982662912
O20050210000689,1992367007
O20050214000492,1013273275
O20050214000492,1104182369
O20050214000492,1306679816
O20050214000492,1326755158
O20050214000492,1346620408
O20050214000492,1407564354
O20050214000492,1467718627
O20050214000492,1558776047
O20050214000492,1700333184
O20050214000492,1740546431
O20050214000492,1740546902
O20050214000492,1801156054
O20050214000492,1922362243
O20050214000492,1972879518
O20050224000092,1407814163
O20050301000431,1518115195
O20050302000751,1326493602
O20050302000751,1992159289
O20050311000102,1376214981
O20050315001161,1194926279
O20050321000425,1013090745
O20050321000425,1922174747
O20050323000331,1114934023
O20050323000331,1780968974
O20050329001065,1699762286
O20050404000822,1033161161
O20050404000822,1033653209
O20050404000822,1093769796
O20050404000822,1124388723
O20050404000822,1124732110
O20050404000822,1194779884
O20050404000822,1285688986
O20050404000822,1295787380
O20050404000822,1306870654
O20050404000822,1417909870
O20050404000822,1497087126
O20050404000822,1528010667
O20050404000822,1548214240
O20050404000822,1609828029
O20050404000822,1629017793
O20050404000822,1649223629
O20050404000822,1679961551
O20050404000822,1720032428
O20050404000822,1811941511
O20050404000822,1851343925
O20050404000822,1871545889
O20050404000822,1891749594
O20050404000822,1902845068
O20050404000822,1902850605
O20050404000822,1912951609
O20050418001165,1245312321
O20050418001165,1326308644
O20050419000531,1598869133
O20050419001417,1255353454
O20050420000887,1255087003
O20050422001024,1962566752
O20050426001136,1023434339
O20050426001136,1962915652
O20050428001086,1114025491
O20050502000264,1407385198
O20050506000762,1427234111
O20050506000762,1518143205
O20050506000762,1649370875
O20050509000397,1508895079
O20050511000798,1003456534
O20050511000798,1184264798
O20050511000798,1215824180
O20050511000798,1275380610
O20050511000798,1528608056
O20050511000798,1760022297
O20050511000798,1821638354
O20050511000798,1962042499
O20050513000175,1396178356
O20050519001008,1013458652
O20050519001008,1306387949
O20050519001008,1689338519
O20050606000573,1174980692
O20050606000573,1194113217
O20050606000573,1245615772
O20050606000573,1578717336
O20050606000573,1942585286
O20050609000176,1003299108
O20050609000176,1013791227
O20050609000176,1093043234
O20050609000176,1154194819
O20050609000176,1275948424
O20050609000176,1285362566
O20050609000176,1295059921
O20050609000176,1518741362
O20050609000176,1538631478
O20050609000176,1598063539
O20050609000176,1598063927
O20050609000176,1639494263
O20050609000176,1639523418
O20050609000176,1770723967
O20050609000176,1780099051
O20050609000176,1992033153
O20050620000603,1114926953
O20050620000603,1457303885
O20050620000603,1699773465
O20050622000868,1750542585
O20050627001141,1356357784
O20050707000644,1073154266
O20050708000054,1730570920
O20050712000869,1255360137
O20050715000030,1063548881
O20050718000781,1235553413
O20050719000390,1053790063
O20050719000390,1053798710
O20050719000390,1477989770
O20050719000390,1700277837
O20050719000390,1891151122
O20050719000390,1972982981
O20050720001118,1023130978
O20050720001118,1043433956
O20050720001118,1073817714
O20050720001118,1104194315
O20050720001118,1174602494
O20050720001118,1356647168
O20050720001118,1366748733
O20050720001118,1790053700
O20050720001118,1851515969
O20050720001118,1881990257
O20050720001118,1902016371
O20050720001118,1902102379
O20050720001118,1952607970
O20050720001118,1972627198
O20050721000385,1881447571
O20050721000385,1912750662
O20050721001013,1013137173
O20050721001013,1487904546
O20050722000049,1386720183
O20050725001179,1437549284
O20050726001252,1497241541
O20050729000705,1033121025
O20050803001027,1578502613
O20050811000949,1316008212
O20050812000671,1932695525
O20050819000024,1659435501
O20050822001367,1689618423
O20050824001122,1831600295
O20050825000143,1538233309
O20050831000508,1245571942
O20050831000508,1538290424
O20050916000826,1184401259
O20050916000826,1639353428
O20050930000307,1871512814
O20051005000625,1902858152
O20051010000419,1134280035
O20051018000903,1568281988
O20051025000218,1275158529
O20051026000200,1053358945
O20051026000200,1376985135
O20051026000200,1699829887
O20051026000200,1720029705
O20051026000200,1811005150
O20051108000578,1467560128
O20051109000024,1497764450
O20051109000215,1346451895
O20051109000215,1457565194
O20051109000215,1578935631
O20051109000215,1609080498
O20051109000215,1629348560
O20051109000215,1710257886
O20051109000215,1750594339
O20051109000215,1780898551
O20051109000215,1811101686
O20051109000215,1811102502
O20051109000215,1811267974
O20051109000215,1841412020
O20051109000215,1881806248
O20051109000215,1881964955
O20051109000215,1982815437
O20051114000562,1699715904
O20051201000281,1053662890
O20051201000281,1063780567
O20051201000281,1093475469
O20051201000281,1104227800
O20051201000281,1184911901
O20051201000281,1205596566
O20051201000281,1215335435
O20051201000281,1386015097
O20051201000281,1497174858
O20051201000281,1588324164
O20051201000281,1629311253
O20051201000281,1720476005
O20051201000281,1740940220
O20051201000281,1760762660
O20051201000281,1871839613
O20051201000281,1962784835
O20051201000281,1972913465
O20051207001064,1326483587
O20051212000297,1003463217
O20051212000297,1093361842
O20051212000297,1144876251
O20051212000297,1659151009
O20060105000942,1083161814
O20060105000942,1467615294
O20060105000942,1811150618
O20060105000942,1841502929
O20060105000942,1932419058
O20060112000606,1952465890
O20060119000064,1881307056
O20060126000699,1932260833
O20060126001010,1245217520
O20060131000121,1144962408
O20060206000170,1578733093
O20060206000170,1629697925
O20060208000214,1013959972
O20060208000214,1033283445
O20060208000214,1043473093
O20060208000214,1104857119
O20060208000214,1174601397
O20060208000214,1194897421
O20060208000214,1225409683
O20060208000214,1306216528
O20060208000214,1366514705
O20060208000214,1427120856
O20060208000214,1437223856
O20060208000214,1508931973
O20060208000214,1578633707
O20060208000214,1639783509
O20060208000214,1659441871
O20060208000214,1679648844
O20060208000214,1679648943
O20060208000214,1699145839
O20060208000214,1801966676
O20060208000214,1831263771
O20060208000214,1851467666
O20060208000214,1902551518
O20060224000015,1982728036
O20060320000227,1043348808
O20060320000227,1073568879
O20060320000227,1124314158
O20060320000227,1154329696
O20060320000227,1174819106
O20060320000227,1255335873
O20060320000227,1447388335
O20060320000227,1659669414
O20060320000227,1699514463
O20060320000227,1700105699
O20060320000227,1831195908
O20060320000227,1952307027
O20060320000227,1982609442
O20060327000312,1376114413
O20060328000559,1730706656
O20060328000559,1902364482
O20060329000365,1013867498
O20060329000365,1407887003
O20060329000365,1720938103
O20060329000412,1225266059
O20060406000569,1235803917
O20060406000569,1619706249
O20060406000569,1811739923
O20060406000569,1891576716
O20060425000776,1184917924
O20060425000776,1245519081
O20060425000776,1942415468
O20060428000402,1841351749
O20060504000722,1871546663
O20060504000810,1275057978
O20060505000897,1295145902
O20060505000897,1477612604
O20060505000897,1598824880
O20060505000897,1730363698
O20060505000897,1740349042
O20060505000897,1760541700
O20060505000897,1851450894
O20060505000925,1477525566
O20060505000925,1659045987
O20060505000925,1750671186
O20060505000925,1811918436
O20060505000925,1841581212
O20060511000358,1386281053
O20060618000004,1245620640
O20060719000242,1730301169
O20060724000314,1972138022
O20060814000012,1376339226
O20060814000012,1548293954
O20060814000012,1962094920
O20060825000460,1700144912
O20060829000256,1497700892
O20060912000240,1255523403
O20060913000137,1528428521
O20060913000137,1659385474
O20060913000137,1770046351
O20060913000137,1841650330
O20060914000436,1033173323
O20060914000436,1144283094
O20060914000436,1851355275
O20060915000267,1184197493
O20060918000188,1033250170
O20060918000188,1043468333
O20060918000188,1093754475
O20060918000188,1134377427
O20060918000188,1144397324
O20060918000188,1144408253
O20060918000188,1154780245
O20060918000188,1164042784
O20060918000188,1184788978
O20060918000188,1194090001
O20060918000188,1235206418
O20060918000188,1235538141
O20060918000188,1235864026
O20060918000188,1245424456
O20060918000188,1295134336
O20060918000188,1316125420
O20060918000188,1326296617
O20060918000188,1346434768
O20060918000188,1396144432
O20060918000188,1407034515
O20060918000188,1447288907
O20060918000188,1467811554
O20060918000188,1477597300
O20060918000188,1528334216
O20060918000188,1538236807
O20060918000188,1538316120
O20060918000188,1558035188
O20060918000188,1558308130
O20060918000188,1649214313
O20060918000188,1679108302
O20060918000188,1679515639
O20060918000188,1699973735
O20060918000188,1760480602
O20060918000188,1780621441
O20060918000188,1780832071
O20060918000188,1811374143
O20060918000188,1811939994
O20060918000188,1821026386
O20060918000188,1841862430
O20060918000188,1871741165
O20060918000188,1891367579
O20060918000188,1891738050
O20060918000188,1902401458
O20060918000188,1952345613
O20060918000270,1093979932
O20061006000169,1255540662
O20061006000169,1508075912
O20061011000044,1295126944
O20061013000177,1548734734
O20061017000162,1356412712
O20061025000007,1063669117
O20061025000585,1568808988
O20061030000481,1437758679
O20061104000095,1639610611
O20061104000097,1235267451
O20061104000097,1679526644
O20061104000109,1275857328
O20061104000109,1780723650
O20061104000109,1841655677
O20061104000114,1073523635
O20061104000117,1245599224
O20061104000117,1396962007
O20061104000117,1417214388
O20061104000117,1629338868
O20061104000117,1679927636
O20061104000117,1841554177
O20061104000117,1902163827
O20061104000140,1073879227
O20061104000140,1154687309
O20061104000140,1174862304
O20061104000140,1245595180
O20061104000140,1396005641
O20061104000140,1427315662
O20061104000140,1508122763
O20061104000140,1518347608
O20061104000140,1528334125
O20061104000140,1669000865
O20061104000140,1881950038
O20061104000140,1891059135
O20061104000140,1972869121
O20061104000144,1346437720
O20061104000144,1437344165
O20061104000144,1619911658
O20061104000151,1497957351
O20061104000154,1821022781
O20061104000158,1124660279
O20061104000158,1225670375
O20061104000158,1902448897
O20061104000162,1881782423
O20061104000163,1568543692
O20061104000163,1912257460
O20061104000163,1982969820
O20061104000178,1992724975
O20061104000184,1043207566
O20061104000184,1073569810
O20061104000184,1093761892
O20061104000184,1295805950
O20061104000184,1942002274
O20061104000200,1255697728
O20061104000200,1265816300
O20061104000207,1346494275
O20061104000207,1578716502
O20061104000225,1093546996
O20061104000225,1154936987
O20061104000225,1477195667
O20061104000225,1821647413
O20061104000229,1508849407
O20061104000229,1699146159
O20061104000229,1841451853
O20061104000237,1104482918
O20061104000243,1346381266
O20061104000248,1326234006
O20061104000248,1336359009
O20061104000308,1003951518
O20061104000315,1659459428
O20061104000315,1710631635
O20061104000320,1932405693
O20061104000339,1457865198
O20061104000358,1922206606
O20061104000365,1295832400
O20061104000365,1841287984
O20061104000367,1407006968
O20061104000371,1639340748
O20061104000371,1881175776
O20061104000372,1932650561
O20061104000380,1982815361
O20061104000386,1962688309
O20061104000389,1366421141
O20061104000389,1619968849
O20061104000389,1629060926
O20061104000389,1992000103
O20061104000406,1659472397
O20061104000406,1821258740
O20061104000410,1881676104
O20061104000426,1740709955
O20061104000428,1033153739
O20061104000428,1073551396
O20061104000428,1558410399
O20061104000428,1891733747
O20061104000429,1174577100
O20061104000429,1174673552
O20061104000429,1366480394
O20061104000429,1568400562
O20061104000429,1770521817
O20061104000444,1093152423
O20061104000444,1215041199
O20061104000444,1518904887
O20061104000449,1780653865
O20061104000475,1366543662
O20061104000477,1457780983
O20061104000487,1740306992
O20061104000492,1255362851
O20061104000493,1134650997
O20061104000493,1184202392
O20061104000493,1457586620
O20061104000493,1689217820
O20061104000493,1700011046
O20061104000503,1952687295
O20061104000505,1023251469
O20061104000505,1619261211
O20061104000508,1972113306
O20061104000517,1942664602
O20061104000518,1275128381
O20061104000528,1487450698
O20061104000528,1497363303
O20061104000545,1578594198
O20061104000560,1396986261
O20061104000560,1710942495
O20061104000560,1942357363
O20061104000564,1033597760
O20061104000565,1760998983
O20061104000568,1669288809
O20061104000578,1629023429
O20061104000603,1699728915
O20061104000603,1790718542
O20061104000607,1033340641
O20061104000607,1053331389
O20061104000607,1093997249
O20061104000607,1124048459
O20061104000607,1134457013
O20061104000607,1144240474
O20061104000607,1235159567
O20061104000607,1538189865
O20061104000607,1548302862
O20061104000607,1548380819
O20061104000607,1558381889
O20061104000607,1609896935
O20061104000607,1780770511
O20061104000607,1841210176
O20061104000607,1881086353
O20061104000607,1952464158
O20061104000609,1659366557
O20061104000612,1457631814
O20061104000667,1285525436
O20061104000671,1609979004
O20061104000685,1194344044
O20061104000685,1548420037
O20061104000692,1598328387
O20061104000695,1851441075
O20061104000697,1811090285
O20061104000700,1265309405
O20061104000720,1871528901
O20061104000720,1912932146
O20061104000724,1033495379
O20061106000201,1073769329
O20061108000540,1720039563
O20061121000276,1326663592
O20061121000363,1205442258
O20061121000579,1346369212
O20061205000100,1346519816
O20061205000346,1417204827
O20061213000497,1780243055
O20061214000041,1427752013
O20061219000471,1174597892
O20061228000058,1104345313
O20061229000278,1770647653
O20070103000045,1265824643
O20070116000530,1033225875
O20070118000198,1245777481
O20070125000097,1780651422
O20070126000134,1477932390
O20070126000134,1548648264
O20070126000134,1720491137
O20070126000134,1811375496
O20070126000134,1902284581
O20070126000134,1972779957
O20070129000653,1194809210
O20070208000017,1578778726
O20070212000527,1467526889
O20070215000125,1851885016
O20070216000074,1487770335
O20070216000074,1669598082
O20070216000074,1760673412
O20070219000203,1124291117
O20070219000203,1659585370
O20070219000670,1124098421
O20070220000064,1063766673
O20070220000064,1639166077
O20070220000064,1871534792
O20070220000493,1407690019
O20070220000493,1861823999
O20070222000183,1477512424
O20070222000526,1629524335
O20070223000658,1730237165
O20070223000676,1073293999
O20070223000676,1154434249
O20070223000676,1568578391
O20070223000676,1609034099
O20070223000676,1992704753
O20070223000678,1043911449
O20070223000678,1073385456
O20070223000678,1225495013
O20070223000678,1730988999
O20070223000678,1740062462
O20070226000264,1114952975
O20070309000229,1184244519
O20070309000229,1568999712
O20070309000229,1578507513
O20070313000287,1073748406
O20070313000287,1346431384
O20070313000287,1760418842
O20070313000287,1871852434
O20070313000365,1285906792
O20070313000365,1477722585
O20070313000365,1619969540
O20070313000365,1730337601
O20070326000414,1508184896
O20070330000445,1013907682
O20070402000398,1184435414
O20070402000398,1477150951
O20070402000398,1710839436
O20070406000308,1184206385
O20070501000549,1225088313
O20070501000549,1285644823
O20070501000549,1497760284
O20070501000549,1619982576
O20070501000549,1639184567
O20070501000549,1750445607
O20070502000117,1508692104
O20070504000052,1184723637
O20070504000052,1790876183
O20070504000079,1619008554
O20070508000351,1366994584
O20070509000334,1285932962
O20070509000470,1053391730
O20070510000184,1477018893
O20070514000000,1447276936
O20070517000118,1295036762
O20070517000118,1609263706
O20070517000750,1457389249
O20070523000724,1558912469
O20070523000724,1699068692
O20070524000000,1477217297
O20070524000235,1588902183
O20070524000587,1083657886
O20070530000283,1255183182
O20070531000066,1447437157
O20070531000066,1942610928
O20070606000190,1366499113
O20070606000190,1447815881
O20070606000190,1639734072
O20070608000560,1396323721
O20070608000560,1407577315
O20070608000560,1528604808
O20070608000560,1609412980
O20070611000084,1679577357
O20070614000318,1174141592
O20070614000318,1740969245
O20070615000155,1215139233
O20070615000164,1427251420
O20070626000336,1346934569
O20070626000336,1366232993
O20070626000336,1609451327
O20070626000336,1689229353
O20070626000336,1952049132
O20070627000694,1104867738
O20070711001021,1811933641
O20070712000757,1205923448
O20070712000757,1386725604
O20070712000757,1457459158
O20070712000757,1558458794
O20070712000757,1881637403
O20070719000721,1073605879
O20070719000721,1154020147
O20070719000721,1669171740
O20070719000721,1710683354
O20070719000721,1770280299
O20070801000327,1558653212
O20070801000387,1265065445
O20070801000387,1609408665
O20070801000387,1992131734
O20070806000006,1609043645
O20070806000294,1609818483
O20070807000413,1477510162
O20070811000121,1003273855
O20070811000121,1043679327
O20070811000121,1104331115
O20070811000121,1124710199
O20070811000121,1851145809
O20070814000253,1710442801
O20070815000307,1831443761
O20070822001205,1669171740
O20070823000143,1184648651
O20070823000143,1215199724
O20070823000143,1285887844
O20070823000143,1407346984
O20070823000143,1679096416
O20070824000481,1225194533
O20070829000303,1881816932
O20070904000598,1205358694
O20070913000903,1275568032
O20070918000362,1255080503
O20070918000362,1679466577
O20070918000362,1740061076
O20070918000362,1952878506
O20070918000362,1992477111
O20070921000414,1710916945
O20070924000106,1023663002
O20070924000106,1750936977
O20070924000106,1942854427
O20070928000627,1194228817
O20070928000627,1255657888
O20070928000627,1508093147
O20070928000627,1578004883
O20070928000627,1740783463
O20071001000672,1902925472
O20071002000192,1114346962
O20071002000192,1295154045
O20071002000192,1306265145
O20071002000192,1336568187
O20071002000192,1427476670
O20071002000192,1629497474
O20071002000192,1629840137
O20071002000192,1861811614
O20071002000192,1891114641
O20071002000192,1952720708
O20071002000192,1982022133
O20071003000157,1285736546
O20071004000779,1295319085
O20071004000779,1487771812
O20071015000470,1235373358
O20071015000470,1497764401
O20071016000346,1306613211
O20071016000346,1780927681
O20071017000174,1083031413
O20071017000174,1477970168
O20071018000547,1093227431
O20071018000547,1649798075
O20071018000547,1730520875
O20071018000547,1831674811
O20071019000239,1770696601
